startDateTime,endDateTime,tempSingleMean,tempSingleMinimum,tempSingleMaximum,tempSingleVariance,tempSingleNumPts,tempSingleExpUncert,tempSingleStdErMean,finalQF
"2018-12-01T00:00:00Z","2018-12-01T00:30:00Z",2.9031,2.6236,3.1215,0.0186,1800.0000,0.0193,0.0032,0
"2018-12-01T00:30:00Z","2018-12-01T01:00:00Z",2.6528,2.5377,2.7277,0.0022,1800.0000,0.0183,0.0011,0
"2018-12-01T01:00:00Z","2018-12-01T01:30:00Z",2.3929,2.1524,2.5931,0.0175,1800.0000,0.0192,0.0031,0
"2018-12-01T01:30:00Z","2018-12-01T02:00:00Z",2.5679,2.2971,2.7522,0.0191,1800.0000,0.0193,0.0033,0
"2018-12-01T02:00:00Z","2018-12-01T02:30:00Z",2.4954,2.2946,2.7074,0.0109,1800.0000,0.0188,0.0025,0
"2018-12-01T02:30:00Z","2018-12-01T03:00:00Z",2.9193,2.6164,3.2490,0.0239,1800.0000,0.0196,0.0036,0
"2018-12-01T03:00:00Z","2018-12-01T03:30:00Z",3.0299,2.7793,3.2722,0.0210,1800.0000,0.0194,0.0034,0
"2018-12-01T03:30:00Z","2018-12-01T04:00:00Z",3.6697,3.2658,3.9557,0.0425,1800.0000,0.0206,0.0049,0
"2018-12-01T04:00:00Z","2018-12-01T04:30:00Z",3.4141,3.2947,3.5711,0.0045,1800.0000,0.0184,0.0016,0
"2018-12-01T04:30:00Z","2018-12-01T05:00:00Z",3.0693,1.9510,3.4456,0.1364,1800.0000,0.0252,0.0087,0
"2018-12-01T05:00:00Z","2018-12-01T05:30:00Z",2.1230,1.9480,2.3086,0.0065,1800.0000,0.0185,0.0019,0
"2018-12-01T05:30:00Z","2018-12-01T06:00:00Z",2.6052,2.2195,2.9449,0.0441,1800.0000,0.0207,0.0050,0
"2018-12-01T06:00:00Z","2018-12-01T06:30:00Z",2.9292,2.6151,3.1815,0.0162,1800.0000,0.0191,0.0030,0
"2018-12-01T06:30:00Z","2018-12-01T07:00:00Z",3.3755,3.0828,3.7756,0.0396,1800.0000,0.0205,0.0047,0
"2018-12-01T07:00:00Z","2018-12-01T07:30:00Z",3.2519,2.8484,3.5160,0.0372,1800.0000,0.0203,0.0045,0
"2018-12-01T07:30:00Z","2018-12-01T08:00:00Z",3.3766,2.9865,3.5626,0.0171,1800.0000,0.0192,0.0031,0
"2018-12-01T08:00:00Z","2018-12-01T08:30:00Z",3.5338,3.3772,3.7195,0.0070,1800.0000,0.0186,0.0020,0
"2018-12-01T08:30:00Z","2018-12-01T09:00:00Z",3.6973,3.3986,3.8104,0.0070,1800.0000,0.0186,0.0020,0
"2018-12-01T09:00:00Z","2018-12-01T09:30:00Z",3.7633,3.5851,3.8778,0.0070,1800.0000,0.0186,0.0020,0
"2018-12-01T09:30:00Z","2018-12-01T10:00:00Z",3.8059,3.6349,3.8945,0.0034,1800.0000,0.0184,0.0014,0
"2018-12-01T10:00:00Z","2018-12-01T10:30:00Z",3.3050,2.8547,3.6403,0.0752,1800.0000,0.0223,0.0065,0
"2018-12-01T10:30:00Z","2018-12-01T11:00:00Z",2.6709,2.4332,2.8712,0.0165,1800.0000,0.0191,0.0030,0
"2018-12-01T11:00:00Z","2018-12-01T11:30:00Z",2.5192,2.4310,2.6305,0.0034,1800.0000,0.0183,0.0014,0
"2018-12-01T11:30:00Z","2018-12-01T12:00:00Z",2.5478,2.4145,2.6600,0.0059,1800.0000,0.0185,0.0018,0
"2018-12-01T12:00:00Z","2018-12-01T12:30:00Z",2.3972,2.3154,2.5660,0.0029,1800.0000,0.0183,0.0013,0
"2018-12-01T12:30:00Z","2018-12-01T13:00:00Z",2.4128,2.2434,2.6015,0.0143,1800.0000,0.0190,0.0028,0
"2018-12-01T13:00:00Z","2018-12-01T13:30:00Z",2.5049,2.3708,2.5967,0.0046,1800.0000,0.0184,0.0016,0
"2018-12-01T13:30:00Z","2018-12-01T14:00:00Z",2.3701,2.2795,2.4323,0.0013,1800.0000,0.0182,0.0008,0
"2018-12-01T14:00:00Z","2018-12-01T14:30:00Z",2.2924,2.2324,2.4115,0.0017,1800.0000,0.0182,0.0010,0
"2018-12-01T14:30:00Z","2018-12-01T15:00:00Z",2.4200,2.3544,2.4844,0.0013,1800.0000,0.0182,0.0008,0
"2018-12-01T15:00:00Z","2018-12-01T15:30:00Z",2.4160,2.3601,2.4655,0.0006,1800.0000,0.0182,0.0006,0
"2018-12-01T15:30:00Z","2018-12-01T16:00:00Z",2.4182,2.3869,2.4575,0.0001,1800.0000,0.0181,0.0003,0
"2018-12-01T16:00:00Z","2018-12-01T16:30:00Z",2.4155,2.3734,2.4704,0.0003,1800.0000,0.0181,0.0004,0
"2018-12-01T16:30:00Z","2018-12-01T17:00:00Z",2.3368,2.2712,2.4200,0.0017,1800.0000,0.0182,0.0010,0
