startDateTime,endDateTime,tempSingleMean,tempSingleMinimum,tempSingleMaximum,tempSingleVariance,tempSingleNumPts,tempSingleExpUncert,tempSingleStdErMean,finalQF
"2018-10-01T00:00:00Z","2018-10-01T00:30:00Z",17.3656,17.2645,17.4750,0.0027,1800.0000,0.0191,0.0012,0
"2018-10-01T00:30:00Z","2018-10-01T01:00:00Z",17.2786,17.1927,17.3740,0.0014,1800.0000,0.0190,0.0009,0
"2018-10-01T01:00:00Z","2018-10-01T01:30:00Z",17.7646,17.3171,18.0954,0.0380,1800.0000,0.0210,0.0046,0
"2018-10-01T01:30:00Z","2018-10-01T02:00:00Z",17.8624,17.6916,18.0647,0.0090,1800.0000,0.0194,0.0022,0
"2018-10-01T02:00:00Z","2018-10-01T02:30:00Z",17.8879,17.7097,18.0558,0.0069,1800.0000,0.0193,0.0020,0
"2018-10-01T02:30:00Z","2018-10-01T03:00:00Z",18.1415,17.9375,18.2585,0.0078,1800.0000,0.0194,0.0021,0
"2018-10-01T03:00:00Z","2018-10-01T03:30:00Z",18.0451,17.8521,18.1924,0.0058,1800.0000,0.0193,0.0018,0
"2018-10-01T03:30:00Z","2018-10-01T04:00:00Z",18.2234,18.0400,18.4755,0.0106,1800.0000,0.0196,0.0024,0
"2018-10-01T04:00:00Z","2018-10-01T04:30:00Z",18.3461,17.6296,18.7695,0.0734,1800.0000,0.0229,0.0064,0
"2018-10-01T04:30:00Z","2018-10-01T05:00:00Z",17.5274,17.2732,17.8688,0.0218,1800.0000,0.0202,0.0035,0
"2018-10-01T05:00:00Z","2018-10-01T05:30:00Z",17.6652,17.2349,18.3133,0.0827,1800.0000,0.0233,0.0068,0
"2018-10-01T05:30:00Z","2018-10-01T06:00:00Z",18.1185,17.5347,18.6970,0.1081,1800.0000,0.0245,0.0078,0
"2018-10-01T06:00:00Z","2018-10-01T06:30:00Z",18.1362,17.6640,18.5217,0.0395,1800.0000,0.0211,0.0047,0
"2018-10-01T06:30:00Z","2018-10-01T07:00:00Z",17.6995,17.1253,18.2591,0.1292,1800.0000,0.0254,0.0085,0
"2018-10-01T07:00:00Z","2018-10-01T07:30:00Z",17.9317,17.3606,18.4771,0.0790,1800.0000,0.0231,0.0066,0
"2018-10-01T07:30:00Z","2018-10-01T08:00:00Z",18.7189,18.1416,19.4727,0.1028,1800.0000,0.0243,0.0076,0
"2018-10-01T08:00:00Z","2018-10-01T08:30:00Z",19.4337,19.2451,19.5938,0.0071,1800.0000,0.0194,0.0020,0
"2018-10-01T08:30:00Z","2018-10-01T09:00:00Z",19.4159,19.0907,19.6352,0.0164,1800.0000,0.0199,0.0030,0
"2018-10-01T09:00:00Z","2018-10-01T09:30:00Z",19.4810,19.1852,19.8544,0.0293,1800.0000,0.0207,0.0040,0
"2018-10-01T09:30:00Z","2018-10-01T10:00:00Z",19.6499,19.3441,19.9587,0.0137,1800.0000,0.0198,0.0028,0
"2018-10-01T10:00:00Z","2018-10-01T10:30:00Z",19.7855,19.4284,20.1113,0.0364,1800.0000,0.0210,0.0045,0
"2018-10-01T10:30:00Z","2018-10-01T11:00:00Z",19.9488,19.3974,20.1636,0.0173,1800.0000,0.0200,0.0031,0
"2018-10-01T11:00:00Z","2018-10-01T11:30:00Z",19.3601,18.8428,19.9808,0.1083,1800.0000,0.0245,0.0078,0
"2018-10-01T11:30:00Z","2018-10-01T12:00:00Z",19.5127,19.1862,19.8450,0.0354,1800.0000,0.0210,0.0044,0
"2018-10-01T12:00:00Z","2018-10-01T12:30:00Z",19.7238,19.1960,20.0673,0.0563,1800.0000,0.0221,0.0056,0
"2018-10-01T12:30:00Z","2018-10-01T13:00:00Z",20.4312,19.9758,20.8774,0.0558,1800.0000,0.0221,0.0056,0
"2018-10-01T13:00:00Z","2018-10-01T13:30:00Z",20.4885,20.0876,20.9063,0.0473,1800.0000,0.0216,0.0051,0
"2018-10-01T13:30:00Z","2018-10-01T14:00:00Z",21.0726,20.6198,21.5024,0.0545,1800.0000,0.0220,0.0055,0
"2018-10-01T14:00:00Z","2018-10-01T14:30:00Z",21.8514,21.1656,22.6560,0.2246,1800.0000,0.0294,0.0112,0
"2018-10-01T14:30:00Z","2018-10-01T15:00:00Z",23.1140,22.5106,23.5990,0.1131,1800.0000,0.0249,0.0079,0
"2018-10-01T15:00:00Z","2018-10-01T15:30:00Z",23.7402,23.3726,24.0150,0.0254,1800.0000,0.0207,0.0038,0
"2018-10-01T15:30:00Z","2018-10-01T16:00:00Z",24.0394,23.4679,24.3748,0.0552,1800.0000,0.0222,0.0055,0
