startDateTime,endDateTime,tempSingleMean,tempSingleMinimum,tempSingleMaximum,tempSingleVariance,tempSingleNumPts,tempSingleExpUncert,tempSingleStdErMean,finalQF
"2018-03-01T00:00:00Z","2018-03-01T00:30:00Z",11.1976,11.0368,11.3385,0.0056,1800.0000,0.0189,0.0018,0
"2018-03-01T00:30:00Z","2018-03-01T01:00:00Z",11.1850,10.9976,11.6369,0.0282,1800.0000,0.0202,0.0040,0
"2018-03-01T01:00:00Z","2018-03-01T01:30:00Z",11.7419,11.3185,12.3503,0.0373,1800.0000,0.0207,0.0046,0
"2018-03-01T01:30:00Z","2018-03-01T02:00:00Z",11.9946,11.5789,12.5074,0.0309,1800.0000,0.0204,0.0041,0
"2018-03-01T02:00:00Z","2018-03-01T02:30:00Z",12.0250,11.2331,12.4745,0.0814,1800.0000,0.0230,0.0067,0
"2018-03-01T02:30:00Z","2018-03-01T03:00:00Z",12.0800,11.5159,12.5188,0.0602,1800.0000,0.0219,0.0058,0
"2018-03-01T03:00:00Z","2018-03-01T03:30:00Z",12.5010,12.1912,12.7453,0.0115,1800.0000,0.0193,0.0025,0
"2018-03-01T03:30:00Z","2018-03-01T04:00:00Z",12.6911,12.2424,12.8667,0.0123,1800.0000,0.0194,0.0026,0
"2018-03-01T04:00:00Z","2018-03-01T04:30:00Z",12.7365,12.5780,12.8522,0.0027,1800.0000,0.0188,0.0012,0
"2018-03-01T04:30:00Z","2018-03-01T05:00:00Z",12.6932,12.5087,12.8611,0.0059,1800.0000,0.0190,0.0018,0
"2018-03-01T05:00:00Z","2018-03-01T05:30:00Z",12.6989,12.5300,12.8429,0.0059,1800.0000,0.0190,0.0018,0
"2018-03-01T05:30:00Z","2018-03-01T06:00:00Z",12.4409,12.2613,12.6570,0.0082,1800.0000,0.0191,0.0021,0
"2018-03-01T06:00:00Z","2018-03-01T06:30:00Z",12.3815,12.1616,12.6291,0.0108,1800.0000,0.0193,0.0024,0
"2018-03-01T06:30:00Z","2018-03-01T07:00:00Z",12.2108,12.0198,12.4319,0.0117,1800.0000,0.0193,0.0026,0
"2018-03-01T07:00:00Z","2018-03-01T07:30:00Z",11.8998,11.6887,12.0883,0.0083,1800.0000,0.0191,0.0022,0
"2018-03-01T07:30:00Z","2018-03-01T08:00:00Z",11.0998,10.1577,11.9829,0.5013,1800.0000,0.0382,0.0167,0
"2018-03-01T08:00:00Z","2018-03-01T08:30:00Z",10.0498,9.8560,10.4298,0.0200,1800.0000,0.0197,0.0033,0
"2018-03-01T08:30:00Z","2018-03-01T09:00:00Z",10.3953,9.9985,10.5672,0.0147,1800.0000,0.0194,0.0029,0
"2018-03-01T09:00:00Z","2018-03-01T09:30:00Z",10.7729,10.3763,11.3388,0.0989,1800.0000,0.0238,0.0074,0
"2018-03-01T09:30:00Z","2018-03-01T10:00:00Z",11.2763,10.8763,11.5990,0.0337,1800.0000,0.0205,0.0043,0
"2018-03-01T10:00:00Z","2018-03-01T10:30:00Z",11.0976,10.4187,11.7545,0.1422,1800.0000,0.0257,0.0089,0
"2018-03-01T10:30:00Z","2018-03-01T11:00:00Z",11.1387,10.7174,11.4779,0.0246,1800.0000,0.0200,0.0037,0
"2018-03-01T11:00:00Z","2018-03-01T11:30:00Z",10.7724,10.3295,11.3589,0.0896,1800.0000,0.0233,0.0071,0
"2018-03-01T11:30:00Z","2018-03-01T12:00:00Z",11.3254,11.0305,11.6962,0.0493,1800.0000,0.0213,0.0052,0
"2018-03-01T12:00:00Z","2018-03-01T12:30:00Z",11.6241,11.5277,11.7074,0.0020,1800.0000,0.0187,0.0010,0
"2018-03-01T12:30:00Z","2018-03-01T13:00:00Z",11.6895,11.4527,11.9618,0.0106,1800.0000,0.0192,0.0024,0
"2018-03-01T13:00:00Z","2018-03-01T13:30:00Z",11.3608,11.0337,11.9822,0.0856,1800.0000,0.0232,0.0069,0
"2018-03-01T13:30:00Z","2018-03-01T14:00:00Z",11.4657,11.1839,11.6874,0.0281,1800.0000,0.0202,0.0040,0
"2018-03-01T14:00:00Z","2018-03-01T14:30:00Z",11.4239,11.0388,11.7525,0.0446,1800.0000,0.0211,0.0050,0
"2018-03-01T14:30:00Z","2018-03-01T15:00:00Z",11.3343,10.9698,11.6733,0.0691,1800.0000,0.0224,0.0062,0
"2018-03-01T15:00:00Z","2018-03-01T15:30:00Z",11.4312,11.2957,11.5350,0.0034,1800.0000,0.0188,0.0014,0
