startDateTime,endDateTime,tempSingleMean,tempSingleMinimum,tempSingleMaximum,tempSingleVariance,tempSingleNumPts,tempSingleExpUncert,tempSingleStdErMean,finalQF
"2018-07-01T00:00:00Z","2018-07-01T00:30:00Z",28.1389,27.8523,28.2873,0.0149,1800.0000,0.0203,0.0029,0
"2018-07-01T00:30:00Z","2018-07-01T01:00:00Z",27.5697,27.1683,27.8571,0.0410,1800.0000,0.0217,0.0048,0
"2018-07-01T01:00:00Z","2018-07-01T01:30:00Z",27.2771,27.1259,27.3967,0.0055,1800.0000,0.0197,0.0017,0
"2018-07-01T01:30:00Z","2018-07-01T02:00:00Z",27.3966,27.3256,27.4572,0.0011,1800.0000,0.0195,0.0008,0
"2018-07-01T02:00:00Z","2018-07-01T02:30:00Z",27.2456,27.1586,27.3295,0.0023,1800.0000,0.0195,0.0011,0
"2018-07-01T02:30:00Z","2018-07-01T03:00:00Z",27.1444,27.0757,27.2334,0.0031,1800.0000,0.0196,0.0013,0
"2018-07-01T03:00:00Z","2018-07-01T03:30:00Z",27.0532,26.9548,27.1283,0.0018,1800.0000,0.0195,0.0010,0
"2018-07-01T03:30:00Z","2018-07-01T04:00:00Z",26.8603,26.7473,26.9686,0.0051,1800.0000,0.0197,0.0017,0
"2018-07-01T04:00:00Z","2018-07-01T04:30:00Z",26.6828,26.4680,26.8383,0.0108,1800.0000,0.0200,0.0024,0
"2018-07-01T04:30:00Z","2018-07-01T05:00:00Z",26.3998,25.7397,26.6057,0.0515,1800.0000,0.0221,0.0053,0
"2018-07-01T05:00:00Z","2018-07-01T05:30:00Z",25.4572,25.3322,25.7374,0.0072,1800.0000,0.0197,0.0020,0
"2018-07-01T05:30:00Z","2018-07-01T06:00:00Z",25.6170,25.0045,25.8142,0.0401,1800.0000,0.0215,0.0047,0
"2018-07-01T06:00:00Z","2018-07-01T06:30:00Z",24.5464,24.3170,25.0025,0.0245,1800.0000,0.0207,0.0037,0
"2018-07-01T06:30:00Z","2018-07-01T07:00:00Z",24.4250,24.0396,24.7311,0.0574,1800.0000,0.0223,0.0056,0
"2018-07-01T07:00:00Z","2018-07-01T07:30:00Z",23.8134,23.5446,24.1381,0.0325,1800.0000,0.0210,0.0042,0
"2018-07-01T07:30:00Z","2018-07-01T08:00:00Z",23.9986,23.7274,24.1638,0.0176,1800.0000,0.0202,0.0031,0
"2018-07-01T08:00:00Z","2018-07-01T08:30:00Z",23.9705,23.6626,24.3873,0.0291,1800.0000,0.0209,0.0040,0
"2018-07-01T08:30:00Z","2018-07-01T09:00:00Z",24.8412,24.3892,25.0350,0.0358,1800.0000,0.0213,0.0045,0
"2018-07-01T09:00:00Z","2018-07-01T09:30:00Z",25.0044,24.9144,25.1148,0.0022,1800.0000,0.0194,0.0011,0
"2018-07-01T09:30:00Z","2018-07-01T10:00:00Z",25.0097,24.8066,25.2595,0.0272,1800.0000,0.0208,0.0039,0
"2018-07-01T10:00:00Z","2018-07-01T10:30:00Z",25.0119,24.9366,25.0588,0.0009,1800.0000,0.0193,0.0007,0
"2018-07-01T10:30:00Z","2018-07-01T11:00:00Z",24.5762,24.1652,24.9998,0.0833,1800.0000,0.0236,0.0068,0
"2018-07-01T11:00:00Z","2018-07-01T11:30:00Z",24.4844,24.3256,24.5983,0.0048,1800.0000,0.0195,0.0016,0
"2018-07-01T11:30:00Z","2018-07-01T12:00:00Z",24.9447,24.5986,25.6866,0.0877,1800.0000,0.0238,0.0070,0
"2018-07-01T12:00:00Z","2018-07-01T12:30:00Z",25.5509,25.3802,25.6923,0.0070,1800.0000,0.0197,0.0020,0
"2018-07-01T12:30:00Z","2018-07-01T13:00:00Z",26.0729,25.6790,26.4938,0.0772,1800.0000,0.0234,0.0065,0
"2018-07-01T13:00:00Z","2018-07-01T13:30:00Z",26.5779,26.2829,26.7985,0.0295,1800.0000,0.0210,0.0040,0
"2018-07-01T13:30:00Z","2018-07-01T14:00:00Z",27.0686,26.7910,27.2518,0.0099,1800.0000,0.0200,0.0023,0
"2018-07-01T14:00:00Z","2018-07-01T14:30:00Z",27.3763,27.0353,27.9712,0.0765,1800.0000,0.0234,0.0065,0
"2018-07-01T14:30:00Z","2018-07-01T15:00:00Z",28.0989,27.8892,28.3932,0.0180,1800.0000,0.0205,0.0032,0
"2018-07-01T15:00:00Z","2018-07-01T15:30:00Z",28.5831,28.2740,28.8181,0.0193,1800.0000,0.0206,0.0033,0
"2018-07-01T15:30:00Z","2018-07-01T16:00:00Z",28.9415,28.5983,29.2794,0.0395,1800.0000,0.0216,0.0047,0
"2018-07-01T16:00:00Z","2018-07-01T16:30:00Z",29.6266,29.1312,29.8764,0.0569,1800.0000,0.0226,0.0056,0
"2018-07-01T16:30:00Z","2018-07-01T17:00:00Z",30.0507,29.6720,30.4309,0.0452,1800.0000,0.0220,0.0050,0
"2018-07-01T17:00:00Z","2018-07-01T17:30:00Z",30.9285,30.4072,32.4073,0.2874,1800.0000,0.0320,0.0126,0
"2018-07-01T17:30:00Z","2018-07-01T18:00:00Z",32.6297,31.9158,33.0502,0.0757,1800.0000,0.0236,0.0065,0
"2018-07-01T18:00:00Z","2018-07-01T18:30:00Z",32.1544,31.8083,32.7315,0.0670,1800.0000,0.0232,0.0061,0
"2018-07-01T18:30:00Z","2018-07-01T19:00:00Z",31.9644,31.5255,32.3536,0.0480,1800.0000,0.0222,0.0052,0
"2018-07-01T19:00:00Z","2018-07-01T19:30:00Z",31.9461,31.7921,32.1404,0.0060,1800.0000,0.0200,0.0018,0
"2018-07-01T19:30:00Z","2018-07-01T20:00:00Z",32.6726,32.0866,32.9240,0.0362,1800.0000,0.0217,0.0045,0
"2018-07-01T20:00:00Z","2018-07-01T20:30:00Z",32.5782,32.2629,33.0959,0.0543,1800.0000,0.0226,0.0055,0
"2018-07-01T20:30:00Z","2018-07-01T21:00:00Z",32.3352,32.0873,32.5858,0.0150,1800.0000,0.0205,0.0029,0
"2018-07-01T21:00:00Z","2018-07-01T21:30:00Z",31.5507,31.0617,32.2399,0.1713,1800.0000,0.0277,0.0098,0
"2018-07-01T21:30:00Z","2018-07-01T22:00:00Z",30.6774,30.4229,31.2307,0.0455,1800.0000,0.0220,0.0050,0
"2018-07-01T22:00:00Z","2018-07-01T22:30:00Z",30.4003,30.2186,30.6349,0.0142,1800.0000,0.0204,0.0028,0
"2018-07-01T22:30:00Z","2018-07-01T23:00:00Z",30.0813,29.9550,30.2251,0.0069,1800.0000,0.0200,0.0020,0
"2018-07-01T23:00:00Z","2018-07-01T23:30:00Z",29.6880,29.3986,29.9928,0.0351,1800.0000,0.0215,0.0044,0
"2018-07-01T23:30:00Z","2018-07-02T00:00:00Z",29.0983,28.8297,29.4034,0.0297,1800.0000,0.0211,0.0041,0
"2018-07-02T00:00:00Z","2018-07-02T00:30:00Z",28.6242,28.3534,28.8337,0.0194,1800.0000,0.0206,0.0033,0
"2018-07-02T00:30:00Z","2018-07-02T01:00:00Z",28.0364,27.8066,28.3560,0.0328,1800.0000,0.0213,0.0043,0
"2018-07-02T01:00:00Z","2018-07-02T01:30:00Z",27.7989,27.6646,27.8920,0.0039,1800.0000,0.0197,0.0015,0
"2018-07-02T01:30:00Z","2018-07-02T02:00:00Z",27.8901,27.7985,28.1275,0.0052,1800.0000,0.0198,0.0017,0
"2018-07-02T02:00:00Z","2018-07-02T02:30:00Z",28.0592,27.9390,28.1989,0.0049,1800.0000,0.0197,0.0016,0
"2018-07-02T02:30:00Z","2018-07-02T03:00:00Z",28.0213,27.8584,28.1483,0.0058,1800.0000,0.0198,0.0018,0
"2018-07-02T03:00:00Z","2018-07-02T03:30:00Z",27.7943,27.5370,28.1203,0.0229,1800.0000,0.0207,0.0036,0
"2018-07-02T03:30:00Z","2018-07-02T04:00:00Z",27.5147,27.3458,27.7092,0.0081,1800.0000,0.0199,0.0021,0
"2018-07-02T04:00:00Z","2018-07-02T04:30:00Z",27.4653,27.1461,27.8355,0.0388,1800.0000,0.0215,0.0046,0
"2018-07-02T04:30:00Z","2018-07-02T05:00:00Z",26.9550,26.6792,27.5217,0.0478,1800.0000,0.0220,0.0052,0
"2018-07-02T05:00:00Z","2018-07-02T05:30:00Z",26.2367,25.8712,26.6831,0.0369,1800.0000,0.0214,0.0045,0
"2018-07-02T05:30:00Z","2018-07-02T06:00:00Z",25.7858,25.5709,25.9750,0.0168,1800.0000,0.0203,0.0031,0
"2018-07-02T06:00:00Z","2018-07-02T06:30:00Z",26.0273,25.4834,26.2280,0.0361,1800.0000,0.0213,0.0045,0
"2018-07-02T06:30:00Z","2018-07-02T07:00:00Z",25.3924,25.1508,25.5584,0.0182,1800.0000,0.0203,0.0032,0
