startDateTime,endDateTime,tempSingleMean,tempSingleMinimum,tempSingleMaximum,tempSingleVariance,tempSingleNumPts,tempSingleExpUncert,tempSingleStdErMean,finalQF
"2018-04-01T00:00:00Z","2018-04-01T00:30:00Z",12.9207,12.5991,13.2412,0.0280,1800.0000,0.0203,0.0039,0
"2018-04-01T00:30:00Z","2018-04-01T01:00:00Z",12.4521,12.2624,12.7031,0.0097,1800.0000,0.0192,0.0023,0
"2018-04-01T01:00:00Z","2018-04-01T01:30:00Z",12.5094,12.2176,12.7138,0.0178,1800.0000,0.0197,0.0031,0
"2018-04-01T01:30:00Z","2018-04-01T02:00:00Z",12.1427,11.6888,12.6003,0.0503,1800.0000,0.0214,0.0053,0
"2018-04-01T02:00:00Z","2018-04-01T02:30:00Z",11.6731,11.4630,11.8743,0.0090,1800.0000,0.0191,0.0022,0
"2018-04-01T02:30:00Z","2018-04-01T03:00:00Z",11.3238,11.0798,11.5592,0.0206,1800.0000,0.0198,0.0034,0
"2018-04-01T03:00:00Z","2018-04-01T03:30:00Z",11.1705,10.8275,11.4599,0.0209,1800.0000,0.0198,0.0034,0
"2018-04-01T03:30:00Z","2018-04-01T04:00:00Z",10.9131,10.5025,11.4349,0.0309,1800.0000,0.0203,0.0041,0
"2018-04-01T04:00:00Z","2018-04-01T04:30:00Z",10.5532,10.2831,10.9654,0.0222,1800.0000,0.0198,0.0035,0
"2018-04-01T04:30:00Z","2018-04-01T05:00:00Z",11.2467,10.4487,11.7996,0.0855,1800.0000,0.0232,0.0069,0
"2018-04-01T05:00:00Z","2018-04-01T05:30:00Z",11.7491,11.2355,12.7272,0.1339,1800.0000,0.0254,0.0086,0
"2018-04-01T05:30:00Z","2018-04-01T06:00:00Z",11.6193,11.0005,12.4589,0.1126,1800.0000,0.0244,0.0079,0
"2018-04-01T06:00:00Z","2018-04-01T06:30:00Z",11.3728,10.8699,12.1113,0.0557,1800.0000,0.0217,0.0056,0
"2018-04-01T06:30:00Z","2018-04-01T07:00:00Z",11.7014,11.0508,12.7471,0.0992,1800.0000,0.0238,0.0074,0
"2018-04-01T07:00:00Z","2018-04-01T07:30:00Z",11.3038,10.9240,11.8618,0.0550,1800.0000,0.0216,0.0055,0
