,siteID
TEAK,0.2122229412716389
WREF,0.06592784339103705
ABBY,0.06212586960038829
BARR,0.079679663484873
SJER,0.24664293803591653
SOAP,0.08574664293803591
DEJU,0.13565766057272285
HEAL,0.11199644070538747
